id_bod|id_schuze|id_tisk|id_typ|bod|uplny_naz|uplny_kon|poznamka|id_bod_stav|pozvanka|rj|pozn2|druh_bodu|id_sd|zkratka
7261|52|555|1|22|Vládní návrh zákona o nìkterıch opatøeních souvisejících se zákazem chemickıch zbraní a o doplnìní zákona è. 50/1976 Sb., o územním plánování a stavebním øádu (stavební zákon), ve znìní pozdìjších pøedpisù, zákona è. 455/1991 Sb., o ivnostenském podnikání (ivnostenskı zákon), ve znìní pozdìjších pøedpisù a zákona è. 140/1961 Sb., trestní zákon, ve znìní pozdìjších pøedpisù|/snìmovní tisk 22/||1|1||||||
7261|52|555|1|24|Vládní návrh zákona o nìkterıch opatøeních souvisejících se zákazem chemickıch zbraní a o doplnìní zákona è. 50/1976 Sb., o územním plánování a stavebním øádu (stavební zákon), ve znìní pozdìjších pøedpisù, zákona è. 455/1991 Sb., o ivnostenském podnikání (ivnostenskı zákon), ve znìní pozdìjších pøedpisù a zákona è. 140/1961 Sb., trestní zákon, ve znìní pozdìjších pøedpisù|/snìmovní tisk 22/||1|||||||
7262|52|576|1|45|Vládní návrh zákona o oceòování majetku|/snìmovní tisk 48/||1|1||||||
7262|52|576|1|54|Vládní návrh zákona o oceòování majetku|/snìmovní tisk 48/||1|||||||
7263|52|565|1|28|Vládní návrh zákona o odpadech|/snìmovní tisk 31/||1|1||||||
7263|52|565|1|29|Vládní návrh zákona o odpadech|/snìmovní tisk 31/||1|||||||
7264|52|571|1|42|Vládní návrh zákona o opatøeních ve vztahu k Libyi|/snìmovní tisk 37/||1|1||||||
7264|52|571|1|68|Vládní návrh zákona o opatøeních ve vztahu k Libyi|/snìmovní tisk 37/||1|||||||
7265|52|568|1|29|Vládní návrh zákona o podmínkách dovozu a vıvozu ohroenıch druhù volnì ijících ivoèichù a planì rostoucích rostlin a dalších opatøeních k ochranì tìchto druhù a o zmìnì a doplnìní zákona Èeské národní rady è. 114/1992 Sb., o ochranì pøírody a krajiny, ve znìní pozdìjších pøedpisù|/snìmovní tisk 33/||1|1||||||
7265|52|568|1|30|Vládní návrh zákona o podmínkách dovozu a vıvozu ohroenıch druhù volnì ijících ivoèichù a planì rostoucích rostlin a dalších opatøeních k ochranì tìchto druhù a o zmìnì a doplnìní zákona Èeské národní rady è. 114/1992 Sb., o ochranì pøírody a krajiny, ve znìní pozdìjších pøedpisù|/snìmovní tisk 33/||1|||||||
7266|52|588|1|37|Vládní návrh zákona o potravinách a tabákovıch vırobcích a o zmìnì a doplnìní nìkterıch souvisejících zákonù|/snìmovní tisk 53/||1|||||||
7266|52|588|1|37|Vládní návrh zákona o potravinách a tabákovıch vırobcích a o zmìnì a doplnìní nìkterıch souvisejících zákonù|/snìmovní tisk 53/||1|1||||||
7267|52|580|1|38|Vládní návrh zákona o pozemních komunikacích|/snìmovní tisk 43/||1|1||||||
7267|52|580|1|39|Vládní návrh zákona o pozemních komunikacích|/snìmovní tisk 43/||1|||||||
7268|52|541|3|4|Vládní návrh zákona o pùsobnosti Úøadu pro ochranu konkurence|/snìmovní tisk 13/||1|||||||
7268|52|541|3|4|Vládní návrh zákona o pùsobnosti Úøadu pro ochranu konkurence|/snìmovní tisk 13/||1|1||||||
7269|52|541|5|65|Vládní návrh zákona o pùsobnosti Úøadu pro ochranu konkurence|/snìmovní tisk 13/||1|||||||
7269|52|541|5|70|Vládní návrh zákona o pùsobnosti Úøadu pro ochranu konkurence|/snìmovní tisk 13/||1|1||||||
7270|52|542|3|5|Vládní návrh zákona o pùsobnosti Úøadu pro státní informaèní systém|/snìmovní tisk 14/||1|||||||
7270|52|542|3|5|Vládní návrh zákona o pùsobnosti Úøadu pro státní informaèní systém|/snìmovní tisk 14/||1|1||||||
7271|52|556|1|23|Vládní návrh zákona o státním podniku|/snìmovní tisk 23/||1|1||||||
7271|52|556|1|25|Vládní návrh zákona o státním podniku|/snìmovní tisk 23/||1|||||||
7272|52|605|1|47|Vládní návrh zákona o státním rozpoètu Èeské republiky na rok 1997|/snìmovní tisk 60/||1|1||||||
7272|52|605|1|48|Vládní návrh zákona o státním rozpoètu Èeské republiky na rok 1997|/snìmovní tisk 60/||1|||||||
7273|52|563|1|26|Vládní návrh zákona o technickıch poadavcích na vırobky a o zmìnì a doplnìní nìkterıch zákonù|/snìmovní tisk 28/||1|1||||||
7273|52|563|1|28|Vládní návrh zákona o technickıch poadavcích na vırobky a o zmìnì a doplnìní nìkterıch zákonù|/snìmovní tisk 28/||1|||||||
7274|52|592|1|43|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 13/1993 Sb., celní zákon, ve znìní zákona è. 35/1993 Sb.|/snìmovní tisk 36/||1|1||||||
7274|52|592|1|53|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 13/1993 Sb., celní zákon, ve znìní zákona è. 35/1993 Sb.|/snìmovní tisk 36/||1|||||||
7275|52|577|1|44|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 337/1992 Sb., o správì daní a poplatkù, ve znìní pozdìjších pøedpisù|/snìmovní tisk 47/||1|1||||||
7275|52|577|1|46|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 337/1992 Sb., o správì daní a poplatkù, ve znìní pozdìjších pøedpisù|/snìmovní tisk 47/||1|||||||
7276|52|573|1|36|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 359/1992 Sb., o zemìmìøickıch a katastrálních orgánech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 52/||1|||||||
7276|52|573|1|36|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 359/1992 Sb., o zemìmìøickıch a katastrálních orgánech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 52/||1|1||||||
7277|52|593|1|41|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 41/1993 Sb., o ovìøování shody opisù nebo kopie s listinou a o ovìøování pravosti podpisu obecními úøady a o vydávání potvrzení orgány obcí a okresními úøady|/snìmovní tisk 54/||1|1||||||
7277|52|593|1|42|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 41/1993 Sb., o ovìøování shody opisù nebo kopie s listinou a o ovìøování pravosti podpisu obecními úøady a o vydávání potvrzení orgány obcí a okresními úøady|/snìmovní tisk 54/||1|||||||
7278|52|569|1|30|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 138/1973 Sb., o vodách (vodní zákon), ve znìní zákona Èeské národní rady è. 425/1990 Sb., a zákona è. 114/1995 Sb.|/snìmovní tisk 34/||1|1||||||
7278|52|569|1|31|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 138/1973 Sb., o vodách (vodní zákon), ve znìní zákona Èeské národní rady è. 425/1990 Sb., a zákona è. 114/1995 Sb.|/snìmovní tisk 34/||1|||||||
7279|52|581|1|33|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 143/1992 Sb., o platu a odmìnì za pracovní pohotovost v rozpoètovıch a v nìkterıch dalších organizacích a orgánech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 42/||1|1||||||
7279|52|581|1|34|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 143/1992 Sb., o platu a odmìnì za pracovní pohotovost v rozpoètovıch a v nìkterıch dalších organizacích a orgánech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 42/||1|||||||
7280|52|570|1|31|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 20/1966 Sb., o péèi o zdraví lidu, ve znìní pozdìjších pøedpisù, a zákon Èeské národní rady è. 36/1975 Sb., o pokutách za porušování právních pøedpisù o vytváøení a ochranì zdravıch ivotních podmínek, ve znìní zákona Èeské národní rady è. 137/1982 Sb.|/snìmovní tisk 35/||1|1||||||
7280|52|570|1|32|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 20/1966 Sb., o péèi o zdraví lidu, ve znìní pozdìjších pøedpisù, a zákon Èeské národní rady è. 36/1975 Sb., o pokutách za porušování právních pøedpisù o vytváøení a ochranì zdravıch ivotních podmínek, ve znìní zákona Èeské národní rady è. 137/1982 Sb.|/snìmovní tisk 35/||1|||||||
7281|52|560|1|25|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 237/1991 Sb., o patentovıch zástupcích, ve znìní zákona Èeské národní rady è. 14/1993 Sb.|/snìmovní tisk 27/||1|1||||||
7281|52|560|1|27|Vládní návrh zákona, kterım se mìní a doplòuje zákon è. 237/1991 Sb., o patentovıch zástupcích, ve znìní zákona Èeské národní rady è. 14/1993 Sb.|/snìmovní tisk 27/||1|||||||
7282|52|607|1|46|Vládní návrh zákona, kterım se mìní zákon Èeské národní rady è. 586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù|/snìmovní tisk 61/||1|1||||||
7282|52|607|1|47|Vládní návrh zákona, kterım se mìní zákon Èeské národní rady è. 586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù|/snìmovní tisk 61/||1|||||||
7283|52|540|3|3|Vládní návrh zákona, kterım se provádìjí nìkterá opatøení v soustavì ústøedních orgánù státní správy Èeské republiky a kterım se mìní a doplòuje zákon Èeské národní rady è. 2/1969 Sb., o zøízení ministerstev a jinıch ústøedních orgánù státní správy Èeské socialistické republiky, ve znìní pozdìjších pøedpisù, a mìní a doplòuje zákon è. 97/1993 Sb., o pùsobnosti Správy státních hmotnıch rezerv|/snìmovní tisk 12/||1|||||||
7283|52|540|3|3|Vládní návrh zákona, kterım se provádìjí nìkterá opatøení v soustavì ústøedních orgánù státní správy Èeské republiky a kterım se mìní a doplòuje zákon Èeské národní rady è. 2/1969 Sb., o zøízení ministerstev a jinıch ústøedních orgánù státní správy Èeské socialistické republiky, ve znìní pozdìjších pøedpisù, a mìní a doplòuje zákon è. 97/1993 Sb., o pùsobnosti Správy státních hmotnıch rezerv|/snìmovní tisk 12/||1|1||||||
7284|52|540|5|64|Vládní návrh zákona, kterım se provádìjí nìkterá opatøení v soustavì ústøedních orgánù státní správy Èeské republiky a kterım se mìní a doplòuje zákon Èeské národní rady è. 2/1969 Sb., o zøízení ministerstev a jinıch ústøedních orgánù státní správy Èeské socialistické republiky, ve znìní pozdìjších pøedpisù, a mìní a doplòuje zákon è. 97/1993 Sb., o pùsobnosti Správy státních hmotnıch rezerv|/snìmovní tisk 12/||1|||||||
7284|52|540|5|69|Vládní návrh zákona, kterım se provádìjí nìkterá opatøení v soustavì ústøedních orgánù státní správy Èeské republiky a kterım se mìní a doplòuje zákon Èeské národní rady è. 2/1969 Sb., o zøízení ministerstev a jinıch ústøedních orgánù státní správy Èeské socialistické republiky, ve znìní pozdìjších pøedpisù, a mìní a doplòuje zákon è. 97/1993 Sb., o pùsobnosti Správy státních hmotnıch rezerv|/snìmovní tisk 12/||1|1||||||
7285|52|535|2|8|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Chorvatskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 5. bøezna 1996 v Záhøebu|/snìmovní tisk 6/||1|||||||
7285|52|535|2|8|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Chorvatskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 5. bøezna 1996 v Záhøebu|/snìmovní tisk 6/||1|1||||||
7286|52|530|2|6|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Italskou republikou o podpoøe a ochranì investic, podepsaná dne 22. ledna 1996 v Øímì|/snìmovní tisk 1/||1|||||||
7286|52|530|2|6|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Italskou republikou o podpoøe a ochranì investic, podepsaná dne 22. ledna 1996 v Øímì|/snìmovní tisk 1/||1|1||||||
7287|52|566|1|49|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Protokol doplòující Smlouvu mezi Èeskoslovenskou socialistickou republikou a Nizozemskım královstvím o zamezení dvojího zdanìní a zabránìní daòovému úniku v oboru daní z pøíjmu a z majetku a Protokol k ní, kterı byl podepsán v Praze dne 26.6.1996|/snìmovní tisk 30/||1|1||||||
7287|52|566|1|55|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Protokol doplòující Smlouvu mezi Èeskoslovenskou socialistickou republikou a Nizozemskım královstvím o zamezení dvojího zdanìní a zabránìní daòovému úniku v oboru daní z pøíjmu a z majetku a Protokol k ní, kterı byl podepsán v Praze dne 26.6.1996|/snìmovní tisk 30/||1|||||||
7288|52|536|2|9|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Protokol o dalším sníení emisí slouèenin síry k Úmluvì o dálkovém zneèišování ovzduší pøecházejícím hranice státù podepsanı v Oslu dne 14. èervna 1994|/snìmovní tisk 7/||1|||||||
7288|52|536|2|9|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Protokol o dalším sníení emisí slouèenin síry k Úmluvì o dálkovém zneèišování ovzduší pøecházejícím hranice státù podepsanı v Oslu dne 14. èervna 1994|/snìmovní tisk 7/||1|1||||||
7289|52|583|1|51|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi vládou Èeské republiky a vládou Malajsie o zamezení dvojího zdanìní a zabránìní daòovému úniku v oboru daní z pøíjmu, podepsaná v Kuala Lumpur dne 8. bøezna 1996|/snìmovní tisk 40/||1|1||||||
7289|52|583|1|57|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi vládou Èeské republiky a vládou Malajsie o zamezení dvojího zdanìní a zabránìní daòovému úniku v oboru daní z pøíjmu, podepsaná v Kuala Lumpur dne 8. bøezna 1996|/snìmovní tisk 40/||1|||||||
7290|52|531|2|7|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi Èeskou republikou a Venezuelskou republikou o zamezení dvojího zdanìní a zabránìní daòovému úniku v oboru daní z pøíjmu a z majetku, podepsaná v Praze dne 26. dubna 1996|/snìmovní tisk 2/||1|||||||
7290|52|531|2|7|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi Èeskou republikou a Venezuelskou republikou o zamezení dvojího zdanìní a zabránìní daòovému úniku v oboru daní z pøíjmu a z majetku, podepsaná v Praze dne 26. dubna 1996|/snìmovní tisk 2/||1|1||||||
7291|52|550|1|53|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi Èeskou republikou a Švıcarskou konfederací o sociálním zabezpeèení|/snìmovní tisk 20/||1|1||||||
7291|52|550|1|60|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi Èeskou republikou a Švıcarskou konfederací o sociálním zabezpeèení|/snìmovní tisk 20/||1|||||||
7292|52|600|1|52|Vládní návrh, kterım se pøedkládá Poslanecké snìmovnì Parlamentu Èeské republiky k vyslovení souhlasu Rámcová dohoda mezi vládou Èeské republiky a Evropskou komisí o úèasti Èeské republiky na programu pomoci Evropského spoleèenství, podepsaná dne 12. bøezna 1996 v Praze a dne 12. èervence 1996 v Bruselu|/snìmovní tisk 57/||1|1||||||
7292|52|600|1|59|Vládní návrh, kterım se pøedkládá Poslanecké snìmovnì Parlamentu Èeské republiky k vyslovení souhlasu Rámcová dohoda mezi vládou Èeské republiky a Evropskou komisí o úèasti Èeské republiky na programu pomoci Evropského spoleèenství, podepsaná dne 12. bøezna 1996 v Praze a dne 12. èervence 1996 v Bruselu|/snìmovní tisk 57/||1|||||||
7293|52|584|1|50|Vládní návrh, kterım se pøedkládá Poslanecké snìmovnì Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi Èeskou republikou a Polskou republikou o vzájemné pomoci v celních otázkách, podepsaná ve Varšavì dne 15. kvìtna 1996|/snìmovní tisk 39/||1|1||||||
7293|52|584|1|56|Vládní návrh, kterım se pøedkládá Poslanecké snìmovnì Parlamentu Èeské republiky k vyslovení souhlasu Smlouva mezi Èeskou republikou a Polskou republikou o vzájemné pomoci v celních otázkách, podepsaná ve Varšavì dne 15. kvìtna 1996|/snìmovní tisk 39/||1|||||||
7294|52|567|1|48|Vládní návrh, kterım se pøedkládá Poslanecké snìmovnì Parlamentu Èeské republiky k vyslovení souhlasu Úmluva Organizace spojenıch národù o bezpeènosti personálu OSN a pøidrueného personálu|/snìmovní tisk 32/||1|1||||||
7294|52|567|1|58|Vládní návrh, kterım se pøedkládá Poslanecké snìmovnì Parlamentu Èeské republiky k vyslovení souhlasu Úmluva Organizace spojenıch národù o bezpeènosti personálu OSN a pøidrueného personálu|/snìmovní tisk 32/||1|||||||
7295|52|591|1|67|Vıroèní zpráva a úèetní závìrka Všeobecné zdravotní pojišovny Èeské republiky za rok 1995|/snìmovní tisk 51/||1|1||||||
7295|52|591|1|69|Vıroèní zpráva a úèetní závìrka Všeobecné zdravotní pojišovny Èeské republiky za rok 1995|/snìmovní tisk 51/||1|||||||
7296|52|533|1|62|Zpráva o bezpeènostní situaci na území Èeské republiky v roce 1995|/snìmovní tisk 4/||1|||||||
7296|52|533|1|64|Zpráva o bezpeènostní situaci na území Èeské republiky v roce 1995|/snìmovní tisk 4/||1|1||||||
7297|52|559|1|68|Zpráva o peticích pøijatıch Poslaneckou snìmovnou, jejich obsahu a zpùsobu vyøízení, za období od 1.1.1996 do 30.6.1996|/snìmovní tisk 26/||1|1||||||
7297|52|559|1|73|Zpráva o peticích pøijatıch Poslaneckou snìmovnou, jejich obsahu a zpùsobu vyøízení, za období od 1.1.1996 do 30.6.1996|/snìmovní tisk 26/||1|||||||
8128|52|557|1|19|Návrh poslankyò Anny Röschové a Mileny Koláøové na vydání zákona, kterım se mìní, doplòuje a upravuje zákon è. 40/1964 Sb., obèanskı zákoník, ve znìní pozdìjších pøedpisù, mìní a doplòuje zákon è. 99/1963 Sb., obèanskı soudní øád, ve znìní pozdìjších pøedpisù, a zákon Èeské národní rady è. 337/1992 Sb., o správì daní a poplatkù, ve znìní pozdìjších pøedpisù|/snìmovní tisk 24/||1|1||||||
8129|52|564|1|27|Vládní návrh zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 102/1992 Sb., kterım se upravují nìkteré otázky související s vydáním zákona è. 509/1991 Sb., kterım se mìní, doplòuje a upravuje obèanskı zákoník|/snìmovní tisk 29/||1|1||||||
8130|52|542|5|71|Vládní návrh zákona o pùsobnosti Úøadu pro státní informaèní systém|/snìmovní tisk 14/||1|1||||||
8131|52|||73|Ústní interpelace poslancù na pøedsedu vlády a ostatní èleny|Není sn.tisk||1|1||||||
